Debug File version: Ver 1.0
Creator: Designer
Creator version: v11.5 SP3
Creator build: 11.5.3.10
External die name: M2S010
Package: 484 FBGA
Design Name: FIC
Probe A IO: available for probe A
Probe B IO: not available for probing
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_138_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_138_rs:Q Type=0 ADDR=0x17000F (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[10][3]:CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][3]:Q Type=0 ADDR=0xA8010 (WADDR=0xA BADDR=0x2 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_6_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_6_[1]:Q Type=0 ADDR=0x12800F (WADDR=0x12 BADDR=0x2 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[20][5]:CoreGPIO_0/xhdl1_GEN_BITS[20]_REG_GEN_CONFIG_reg[20][5]:Q Type=0 ADDR=0x78116 (WADDR=0x7 BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[28][6]:CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][6]:Q Type=0 ADDR=0x68016 (WADDR=0x6 BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[13][1]:CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][1]:Q Type=0 ADDR=0x90118 (WADDR=0x9 BADDR=0x0 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/gpin2[1]:CoreGPIO_0/xhdl1_GEN_BITS[1]_gpin2[1]:Q Type=0 ADDR=0xF8313 (WADDR=0xF BADDR=0x2 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/edge_neg[11]:CoreGPIO_0/xhdl1_GEN_BITS[11]_APB_32_edge_both[11]:Q Type=0 ADDR=0xB0114 (WADDR=0xB BADDR=0x0 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_253_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_253_rs:Q Type=0 ADDR=0x1D8311 (WADDR=0x1D BADDR=0x2 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_216_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_216_rs:Q Type=0 ADDR=0x110011 (WADDR=0x11 BADDR=0x0 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_1_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_1_[7]:Q Type=0 ADDR=0x188219 (WADDR=0x18 BADDR=0x2 PRBR=0x2 CLOFFSET=0x19)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[4]:COREAPBLSRAM_0/PRDATA_reg[4]:Q Type=0 ADDR=0x98010 (WADDR=0x9 BADDR=0x2 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/edge_pos[2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_32_edge_pos[2]:Q Type=0 ADDR=0xE0310 (WADDR=0xE BADDR=0x0 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/edge_neg[21]:CoreGPIO_0/xhdl1_GEN_BITS[21]_APB_32_edge_both[21]:Q Type=0 ADDR=0xE8314 (WADDR=0xE BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[7][6]:CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7][6]:Q Type=0 ADDR=0x28313 (WADDR=0x2 BADDR=0x2 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[11][2]:CoreGPIO_0/xhdl1_GEN_BITS[11]_REG_GEN_CONFIG_reg[11][2]:Q Type=0 ADDR=0xA8114 (WADDR=0xA BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_164_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_164_rs:Q Type=0 ADDR=0x1A020E (WADDR=0x1A BADDR=0x0 PRBR=0x2 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_179_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_179_rs:Q Type=0 ADDR=0x1A030F (WADDR=0x1A BADDR=0x0 PRBR=0x3 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[8][4]:CoreGPIO_0/xhdl1_GEN_BITS[8]_REG_GEN_CONFIG_reg[8][4]:Q Type=0 ADDR=0x28016 (WADDR=0x2 BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/edge_pos[10]:CoreGPIO_0/xhdl1_GEN_BITS[10]_APB_32_edge_both[10]:Q Type=0 ADDR=0xB8010 (WADDR=0xB BADDR=0x2 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[28][4]:CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][4]:Q Type=0 ADDR=0x38218 (WADDR=0x3 BADDR=0x2 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[25][3]:CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][3]:Q Type=0 ADDR=0xE0113 (WADDR=0xE BADDR=0x0 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_13_[3]:Q Type=0 ADDR=0x260112 (WADDR=0x26 BADDR=0x0 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_54_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_54_set:Q Type=0 ADDR=0x168306 (WADDR=0x16 BADDR=0x2 PRBR=0x3 CLOFFSET=0x6)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_3_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_3_[2]:Q Type=0 ADDR=0x190212 (WADDR=0x19 BADDR=0x0 PRBR=0x2 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_198_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_198_rs:Q Type=0 ADDR=0x15820E (WADDR=0x15 BADDR=0x2 PRBR=0x2 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_214_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_214_rs:Q Type=0 ADDR=0x158211 (WADDR=0x15 BADDR=0x2 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_62_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_62_set:Q Type=0 ADDR=0x1F8213 (WADDR=0x1F BADDR=0x2 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_4_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_4_[6]:Q Type=0 ADDR=0x1A010E (WADDR=0x1A BADDR=0x0 PRBR=0x1 CLOFFSET=0xE)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[31].APB_32.GPOUT_reg[31]:CoreGPIO_0/xhdl1_GEN_BITS[31]_APB_32_GPOUT_reg[31]:Q Type=0 ADDR=0x50012 (WADDR=0x5 BADDR=0x0 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/temp_data[3]:reg_apb_wrp_0/reg16x8_0/temp_data[3]:Q Type=0 ADDR=0x198311 (WADDR=0x19 BADDR=0x2 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_9_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_9_[4]:Q Type=0 ADDR=0x20000F (WADDR=0x20 BADDR=0x0 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_17_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_17_set:Q Type=0 ADDR=0x20010A (WADDR=0x20 BADDR=0x0 PRBR=0x1 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_5_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_5_[5]:Q Type=0 ADDR=0x158107 (WADDR=0x15 BADDR=0x2 PRBR=0x1 CLOFFSET=0x7)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_85_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_85_set:Q Type=0 ADDR=0x20000D (WADDR=0x20 BADDR=0x0 PRBR=0x0 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_10_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_10_[2]:Q Type=0 ADDR=0x14000B (WADDR=0x14 BADDR=0x0 PRBR=0x0 CLOFFSET=0xB)
ProbePoint: Name=CoreGPIO_0/gpin2[5]:CoreGPIO_0/xhdl1_GEN_BITS[5]_gpin2[5]:Q Type=0 ADDR=0xE8015 (WADDR=0xE BADDR=0x2 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[16][1]:CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16][1]:Q Type=0 ADDR=0x28116 (WADDR=0x2 BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_104_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_104_set:Q Type=0 ADDR=0x208111 (WADDR=0x20 BADDR=0x2 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_12_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_12_[0]:Q Type=0 ADDR=0x1D0207 (WADDR=0x1D BADDR=0x0 PRBR=0x2 CLOFFSET=0x7)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[19][6]:CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][6]:Q Type=0 ADDR=0xB0313 (WADDR=0xB BADDR=0x0 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[1][4]:CoreGPIO_0/xhdl1_GEN_BITS[1]_REG_GEN_CONFIG_reg[1][4]:Q Type=0 ADDR=0xC8015 (WADDR=0xC BADDR=0x2 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[4][3]:CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GEN_CONFIG_reg[4][3]:Q Type=0 ADDR=0x80316 (WADDR=0x8 BADDR=0x0 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_6_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_6_set:Q Type=0 ADDR=0x1A020D (WADDR=0x1A BADDR=0x0 PRBR=0x2 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_13_[5]:Q Type=0 ADDR=0x238313 (WADDR=0x23 BADDR=0x2 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/edge_neg[19]:CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_edge_both[19]:Q Type=0 ADDR=0xA8313 (WADDR=0xA BADDR=0x2 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_5_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_5_[7]:Q Type=0 ADDR=0x208008 (WADDR=0x20 BADDR=0x2 PRBR=0x0 CLOFFSET=0x8)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254_rs:Q Type=0 ADDR=0x1E8113 (WADDR=0x1E BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[2][0]:CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][0]:Q Type=0 ADDR=0xB0016 (WADDR=0xB BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_13_[4]:Q Type=0 ADDR=0x248110 (WADDR=0x24 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PREADY:reg_apb_wrp_0/PREADY:Q Type=0 ADDR=0x88313 (WADDR=0x8 BADDR=0x2 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[10][2]:CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][2]:Q Type=0 ADDR=0x98216 (WADDR=0x9 BADDR=0x2 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_189_rs:Q Type=0 ADDR=0x240018 (WADDR=0x24 BADDR=0x0 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_64_set:Q Type=0 ADDR=0x21820C (WADDR=0x21 BADDR=0x2 PRBR=0x2 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[6][5]:CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][5]:Q Type=0 ADDR=0x40311 (WADDR=0x4 BADDR=0x0 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[0].REG_GEN.CONFIG_reg[0][1]:CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][1]:Q Type=0 ADDR=0x38216 (WADDR=0x3 BADDR=0x2 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[27][3]:CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][3]:Q Type=0 ADDR=0xB0214 (WADDR=0xB BADDR=0x0 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_9_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_9_[2]:Q Type=0 ADDR=0x1A000F (WADDR=0x1A BADDR=0x0 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[5][5]:CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][5]:Q Type=0 ADDR=0xD0115 (WADDR=0xD BADDR=0x0 PRBR=0x1 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_98_set:Q Type=0 ADDR=0x11010C (WADDR=0x11 BADDR=0x0 PRBR=0x1 CLOFFSET=0xC)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PRDATA[5]:reg_apb_wrp_0/reg16x8_0/data_out[5]:Q Type=0 ADDR=0x98110 (WADDR=0x9 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26_set:Q Type=0 ADDR=0x1B8318 (WADDR=0x1B BADDR=0x2 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[25][2]:CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][2]:Q Type=0 ADDR=0xB0217 (WADDR=0xB BADDR=0x0 PRBR=0x2 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_161_rs:Q Type=0 ADDR=0x188209 (WADDR=0x18 BADDR=0x2 PRBR=0x2 CLOFFSET=0x9)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_4_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_4_[3]:Q Type=0 ADDR=0x1A000E (WADDR=0x1A BADDR=0x0 PRBR=0x0 CLOFFSET=0xE)
ProbePoint: Name=CoreGPIO_0/edge_both[4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_APB_32_edge_both[4]:Q Type=0 ADDR=0x68217 (WADDR=0x6 BADDR=0x2 PRBR=0x2 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[20][6]:CoreGPIO_0/xhdl1_GEN_BITS[20]_REG_GEN_CONFIG_reg[20][6]:Q Type=0 ADDR=0x78216 (WADDR=0x7 BADDR=0x2 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_162_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_162_rs:Q Type=0 ADDR=0x20820B (WADDR=0x20 BADDR=0x2 PRBR=0x2 CLOFFSET=0xB)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PRDATA[3]:reg_apb_wrp_0/reg16x8_0/data_out[3]:Q Type=0 ADDR=0x90114 (WADDR=0x9 BADDR=0x0 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_10_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_10_set:Q Type=0 ADDR=0x1A0015 (WADDR=0x1A BADDR=0x0 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[6].APB_32.INTR_reg[6]:CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_INTR_reg[6]:Q Type=0 ADDR=0x50311 (WADDR=0x5 BADDR=0x0 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_175_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_175_rs:Q Type=0 ADDR=0x198214 (WADDR=0x19 BADDR=0x2 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_0_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_0_[6]:Q Type=0 ADDR=0x1D030E (WADDR=0x1D BADDR=0x0 PRBR=0x3 CLOFFSET=0xE)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[0].APB_32.GPOUT_reg[0]:CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_GPOUT_reg[0]:Q Type=0 ADDR=0x58214 (WADDR=0x5 BADDR=0x2 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[20]:COREAPBLSRAM_0/PRDATA_reg[20]:Q Type=0 ADDR=0x78013 (WADDR=0x7 BADDR=0x2 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_249_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_249_rs:Q Type=0 ADDR=0x188114 (WADDR=0x18 BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[4][6]:CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GEN_CONFIG_reg[4][6]:Q Type=0 ADDR=0x70116 (WADDR=0x7 BADDR=0x0 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_211_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_211_rs:Q Type=0 ADDR=0x110213 (WADDR=0x11 BADDR=0x0 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[25][0]:CoreGPIO_0/xhdl1_GEN_BITS[25]_REG_GEN_CONFIG_reg[25][0]:Q Type=0 ADDR=0x90017 (WADDR=0x9 BADDR=0x0 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[16][6]:CoreGPIO_0/xhdl1_GEN_BITS[16]_REG_GEN_CONFIG_reg[16][6]:Q Type=0 ADDR=0x58310 (WADDR=0x5 BADDR=0x2 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_13_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_13_set:Q Type=0 ADDR=0x17000A (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_11_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_11_[1]:Q Type=0 ADDR=0x110015 (WADDR=0x11 BADDR=0x0 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_229_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_229_rs:Q Type=0 ADDR=0x1E8007 (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0x7)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[3][4]:CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][4]:Q Type=0 ADDR=0x80215 (WADDR=0x8 BADDR=0x0 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[19][2]:CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][2]:Q Type=0 ADDR=0xA0013 (WADDR=0xA BADDR=0x0 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_149_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_149_rs:Q Type=0 ADDR=0x230117 (WADDR=0x23 BADDR=0x0 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[19][0]:CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][0]:Q Type=0 ADDR=0x78315 (WADDR=0x7 BADDR=0x2 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[7]:COREAPBLSRAM_0/PRDATA_reg[7]:Q Type=0 ADDR=0x88111 (WADDR=0x8 BADDR=0x2 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[2]:COREAPBLSRAM_0/PRDATA_reg[2]:Q Type=0 ADDR=0x88010 (WADDR=0x8 BADDR=0x2 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_5_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_5_set:Q Type=0 ADDR=0x20020E (WADDR=0x20 BADDR=0x0 PRBR=0x2 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_11_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_11_[7]:Q Type=0 ADDR=0x128014 (WADDR=0x12 BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/gpin1[3]:CoreGPIO_0/xhdl1_GEN_BITS[3]_gpin1[3]:Q Type=0 ADDR=0xA020F (WADDR=0xA BADDR=0x0 PRBR=0x2 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[15][5]:CoreGPIO_0/xhdl1_GEN_BITS[15]_REG_GEN_CONFIG_reg[15][5]:Q Type=0 ADDR=0x30013 (WADDR=0x3 BADDR=0x0 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[0].APB_32.INTR_reg[0]:CoreGPIO_0/xhdl1_GEN_BITS[0]_APB_32_INTR_reg[0]:Q Type=0 ADDR=0x4810F (WADDR=0x4 BADDR=0x2 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[27][5]:CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][5]:Q Type=0 ADDR=0xB0314 (WADDR=0xB BADDR=0x0 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_136_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_136_rs:Q Type=0 ADDR=0x1A0316 (WADDR=0x1A BADDR=0x0 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_129_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_129_rs:Q Type=0 ADDR=0x1E810D (WADDR=0x1E BADDR=0x2 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[14][5]:CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][5]:Q Type=0 ADDR=0x68311 (WADDR=0x6 BADDR=0x2 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[28][0]:CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][0]:Q Type=0 ADDR=0x40117 (WADDR=0x4 BADDR=0x0 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_36_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_36_set:Q Type=0 ADDR=0x230116 (WADDR=0x23 BADDR=0x0 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[23].APB_32.INTR_reg[23]:CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_INTR_reg[23]:Q Type=0 ADDR=0x40212 (WADDR=0x4 BADDR=0x0 PRBR=0x2 CLOFFSET=0x12)
ProbePoint: Name=CoreAPB3_0_APBmslave2_PREADY:COREAPBLSRAM_0/PREADY_reg:Q Type=0 ADDR=0x90010 (WADDR=0x9 BADDR=0x0 PRBR=0x0 CLOFFSET=0x10)
